"CMD_MIL_AREA","UF","MUNICIPIO","ENTIDADE","CURSO","LOCAL","INICIO","TERMINO","CARGA_HORARIA","EFETIVO_INICIAL","EFETIVO_FINAL","VALOR_HORA_AULA","VALOR_TOTAL",,
"CMO","MS","Campo Grande","6º CTA","EDITOR GRÁFICO","6º CTA",24-out,25-nov,160,20,20,"R$ 1,70","R$ 5.426,12",,
"CMO","MS","Campo Grande","SEST/SENAT","MOTORISTA TRANSPORTE VEÍCULO EMERGÊNCIA","SEST/SENAT",7-dez,12-dez,50,20,20,"R$ 5,30","R$ 5.300,00",,
"CMO","MS","Campo Grande","SEST/SENAT","MOTORISTA TRANSPORTE VEÍCULO DE COLETIVO","SEST/SENAT",7-dez,12-dez,50,20,20,"R$ 5,15","R$ 5.150,00",,
"CMO","MS","Campo Grande","SEST/SENAT","MOTORISTA DE CARGA INDIVISÍVEL - (****)","SEST/SENAT",7-dez,12-dez,50,15,15,"R$ 5,30","R$ 3.975,00",,
"CMO","MS","Campo Grande","SEST/SENAT","MOTORISTA OPERAÇÕES PERIGOSAS - (MOP)","SEST/SENAT",7-dez,12-dez,50,20,20,"R$ 5,15","R$ 5.150,00",,
"CMO","MS","Campo Grande","SENAI","PINTOR DE OBRAS","CMO",4-jul,10-ago,180,22,22,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAI","APLICADOR DE REVESTIMENTOS CERÂMICOS","CMO",16-mai,20-jul,160,20,20,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","PROCESSAMENTO CASEIRO DO MILHO","CMO",12-abr,14-abr,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","BENEFICIAMENTO E TRANSFORMAÇÃO CASEIRA DA MANDIOCA","CMO",17-mai,19-mai,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","PROCESSAMENTO CASEIRO DO TOMATE","CMO",31-mai,2-jun,24,11,11,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","FABRICAÇÃO CASEIRA DE DERIVADOS DO LEITE","CMO",7-jun,9-jun,24,13,13,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","CONTROLE DE FORMIGAS CORTADEIRAS","CMO",28-jun,29-jun,16,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","CONTROLE DE FORMIGAS CORTADEIRAS -EXTRA","CMO",5-jul,6-jul,16,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","OPERAÇÃO E MANUTENÇÃO DE MOTOSSERRA","CMO",12-jul,14-jul,24,14,14,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","INVENTÁRIO, PODA E DESBASTE EM CULTIVO FLORESTAL","CMO",19-jul,21-jul,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","REGULAGEM E UTILIZAÇÃO DE PULVERIZADOR (COSTAL/MANUAL)","CMO",26-jul,27-jul,16,10,10,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","OPERAÇÃO E MANUTENÇÃO DE MOTOSSERRA","CMO",9-ago,11-ago,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","OPERAÇÃO E MANUTENÇÃO DE MOTOSSERRA","CMO",18-out,20-out,24,24,24,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","PRODUÇÃO DE BISCOITOS, BOLOS SIMPLES E CONFEITADOS","CMO",25-out,27-out,24,14,14,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","OPERAÇÃO E MANUTENÇÃO DE MOTOSSERRA","CMO",29-nov,1-dez,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAR","PRODUÇÃO DE PÃES E SALGADOS","CMO",29-nov,1-dez,24,12,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAC","OPERADOR DE COMPUTADOR","CMO – UNIDADE MÓVEL",15-ago,27-out,196,18,18,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAC","CONSTRUÇÃO DE WEBSITES COM PHP E MYSQL","CMO – UNIDADE MÓVEL",29-ago,24-out,114,14,12,"R$ 0,00","R$ 0,00",,
"CMO","MS","Campo Grande","SENAC","ESPECIALISTA EM EXCEL","CMO – UNIDADE MÓVEL",17-out,28-nov,114,18,18,"R$ 0,00","R$ 0,00",,
"CMO","MS","Corumbá","SENAC","SALGADEIRO","SENAC",24-out,30-nov,160,15,15,"R$ 6,00","R$ 15.000,00",,
"CMO","MS","Corumbá","SENAC","WEB DESIGNER","SENAC",24-out,6-dez,180,15,15,"R$ 4,00","R$ 12.000,00",,
"CMO","MS","Dourados","28º B Log","MUDANÇA DE CATEGORIA DE CNH categoria D - (***)","28º B Log",7-nov,28-dez,160,27,27,"R$ 2,22","R$ 9.600,00",,
"CMO","MT","Cuiabá","CENTRO EDUCACIONAL DE PAULA","Informática Básica - Windows, Word, Excel, power Point e Internet","9º BEC",7-nov,9-dez,140,13,12,"R$ 5,56","R$ 10.127,00",,
"CMO","MT","Cuiabá","CENTRO EDUCACIONAL DE PAULA","Tranpote Coletivo de Passageiros","9º BEC",31-out,4-nov,50,13,13,"R$ 3,62","R$ 2.353,00",,
"CMO","MT","Cuiabá","CENTRO EDUCACIONAL DE PAULA","Condutor de Veículo de Emergência","9º BEC",31-out,4-nov,50,10,10,"R$ 10,90","R$ 5.449,50",,
"CMN","PA","Altamira","SENAI","Movimentação e Operação de Produtos Perigosos (MOPP)","SENAI",4-abr,22-abr,"50 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Altamira","SENAI","Aperfeiçoamento Profissional de Excel Básico e Avançado","SENAI",13-abr,28-abr,"30 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Altamira","SENAI","Mecânico de Manutenção em Motor de Popa","SENAI",16-mai,12-jul,"160 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Altamira","SENAI","Mecânico de Manutenção em Motocicleta","SENAI",18-abr,16-jun,"160 ","20 ","19 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Altamira","SENAI","Eletricidade conforme a Norma Regulamentadora nr 10","SENAI",18-abr,29-abr,"40 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Cozinheiro Industrial","2º BIS",18-jan,8-abr,"160 ","20 ","20 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Soldador","SENAI",2-fev,5-mar,"40 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Eletricista Predial","SENAI",20-mar,15-abr,"40 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Lanterneiro/Pintor Automotivo","SENAI",5-mar,2-abr,"40 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Cozinheiro Industrial","SENAI",2-abr,5-mai,"40 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Frentista","SEST/SENAT",15-fev,10-mar,"40 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Padeiro/Confeiteiro","SEST/SENAT",20-mar,15-jun,"40 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Movimentação e Operação de Produtos Perigosos (MOPP)","SEST/SENAT",7-mar,18-mar,"50 ","5 ","5 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Condutor de Transporte Coletivo de Passageiros (CTCP)","SEST/SENAT",15-fev,10-mar,"40 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Condutor de Veículo de Emergência","SEST/SENAT",20-mar,15-abr,"40 ","4 ","4 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Elevador Veicular","SEST/SENAT",13-abr,25-abr,"8 ","2 ","2 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Operador de Guindaste Veicular","SEST/SENAT",11-abr,10-mai,"40 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Instrutor de Trânsito","SEST/SENAT",2-mai,23-mai,"280 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SEST/SENAT","Porteiro","SEST/SENAT",15-fev,1-mar,"20 ","3 ","3 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","PqRMnt/8","Curso de Formação de Condutores Cat “D”","PqRMnt/8",20-jan,20-fev,"150 ","10 ","10 ","R$ 2,67","R$ 4.000,00",,
"CMN","PA","Belém","PqRMnt/8","Curso de Formação de Condutores Cat “D”","PqRMnt/8",4-mar,7-abr,"150 ","10 ","10 ","R$ 2,67","R$ 4.000,00",,
"CMN","PA","Belém","PqRMnt/8","Curso de Formação de Condutores Cat “D”","PqRMnt/8",13-jun,15-jul,"150 ","14 ","14 ","R$ 2,67","R$ 5.600,00",,
"CMN","PA","Belém","PqRMnt/8","Curso de Formação de Condutores Cat “D”","PqRMnt/8",24-out,16-dez,"150 ","10 ","10 ","R$ 2,67","R$ 4.000,00",,
"CMN","PA","Belém","SENAI","Pedreiro/Bombeiro Hidráulico","2º BIS",16-ago,14-out,"160 ","60 ","60 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Garçom","CMN",1-jun,9-ago,"160 ","21 ","20 ","R$ 0,16","R$ 500,00",,
"CMN","PA","Belém","SENAI","Mecânico de Manutenção em Motocicleta","15ª Cia PE",8-ago,30-set,"160 ","20 ","20 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Mecânica de Refrigeração e Climatização Doméstica","SENAI",4-jul,2-set,"160 ","20 ","20 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Editor de Projeto Gráfico Visual","SENAI",7-mar,9-mai,"160 ","20 ","18 ","R$ 5,40","R$ 17.280,00",,
"CMN","PA","Belém","SENAI","Cozinheiro Industrial","2º BIS",18-jan,7-mar,"160 ","22 ","18 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Belém","SENAI","Mecânico de Motor Diesel","SENAI",15-fev,18-mar,"160 ","20 ","20 ","R$ 8,00","R$ 25.600,00",,
"CMN","PA","Itaituba","I.S. Pantoja","Mecânica Básica","53º BIS",7-nov,9-dez,"160 ","30 ","30 ","R$ 0,63","R$ 3.000,00",,
"CMN","PA","Itaituba","I.S. Pantoja","Segurança no Trabalho","53º BIS",,,50,30,30,"R$ 1,33","R$ 2.000,00",,
"CMN","PA","Itaituba","I.S. Pantoja","Auxiliar de RH","53º BIS",,,160,30,30,"R$ 0,63","R$ 3.000,00",,
"CMN","PA","Marabá","SENAI","Estágio Técnico de Mecânica Básica","SENAI",15-mar,7-abr,"72 ","10 ","10 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Marabá","SENAI","Técnicas em execução de vedações em alvenaria e revestimento cerâmico","SENAI",11-abr,26-abr,"48 ","16 ","16 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Marabá","SENAI","Técnicas em armação de ferragens na construção civil","SENAI",18-abr,26-mai,"116 ","26 ","26 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Marabá","SENAI","Boas práticas na manipulação de alimentos","SENAI",25-abr,29-abr,"20 ","30 ","30 ","R$ 0,00","R$ 0,00",,
"CMN","PA","Marabá","SENAI","Mecânico de Manutenção de Motores de Popa","SENAI",14-mar,15-abr,"160 ","6 ","6 ","R$ 5,21","R$ 5.001,60",,
"CMN","PA","Marabá","SENAI","Mecânico de Motores à Diesel","SENAI",18-jan,27-fev,"160 ","3 ","3 ","R$ 5,21","R$ 2.500,80",,
"CMN","PA","Santarém","SEST/SENAT","Mecânico de Máquinas Pesadas","SEST/SENAT",4-mar,7-abr,160,14,12,"R$ 1,87","R$ 3.000,00",,
"CMN","PA","Santarém","SEST/SENAT","Mecânico de Motor a Diesel","SEST/SENAT",13-jun,15-jul,160,13,12,"R$ 1,87","R$ 3.000,00",,
"CMN","PA","Santarém","SEST/SENAT","Injeção Eletrônica de veículos leves","SEST/SENAT",18-jul,12-ago,160,14,14,"R$ 1,87","R$ 3.000,00",,
"CMN","PA","Tucuruí","Domingos Glória de Araújo","Mecânica de Automóveis","23º EsqdCSl",18-jan,8-abr,"180 ","7 ","7 ","R$ 4,54","R$ 8.203,30",,
"CMN","PA","Tucuruí","Domingos Glória de Araújo","Pedreiro de Alvenaria","23º EsqdCSl",18-jul,29-jul,"160 ","6 ","6 ","R$ 4,54","R$ 7.374,00",,
"CMNE","PE","Garanhuns","SENAC","Tecnicas de Cozinha","SENAC - Garanhuns",24-out,9-nov,"80 ","21 ","21 ","R$ 6,29","R$ 10.567,20",,
"CMNE","PE","Petrolina","SENAI","Auxiliar de Manutenção Predial","SENAI - Petrolina",17-out,18-nov,"180 ","26 ","26 ","R$ 5,60","R$ 26.208,00",,
"CMNE","PE","Recife","SEST/SENAT","Operador de Empilhadeira","7º D Sup",24-out,27-out,"28 ","21 ","21 ","R$ 4,00","R$ 2.352,00",,
"CMNE","PE","Recife","SEST/SENAT","Condutor de Veículo de Emergência","Pq R Mnt/7",24-out,7-nov,"50 ","21 ","21 ","R$ 4,00","R$ 4.200,00",,
"CMNE","PE","Recife","SEST/SENAT","Condutores Transporte Coletivo Passageiro","SENAT",24-out,7-nov,"50 ","21 ","21 ","R$ 4,00","R$ 4.200,00",,
"CMNE","PE","Recife","SEST/SENAT","Transporte de Produtos Perigosos","SENAT",24-out,7-nov,"50 ","21 ","21 ","R$ 4,00","R$ 4.200,00",,
"CMNE","PE","Recife","SENAC","Fotografo com Câmera Compacta","SENAC",7-nov,14-nov,"24 ","21 ","21 ","R$ 5,33","R$ 2.686,32",,
"CMNE","PE","Recife","SENAC","Atendimento Pré-hospitalar/Primeiros Socorros","SENAC",18-out,16-nov,"80 ","21 ","21 ","R$ 5,33","R$ 8.954,40",,
"CMNE","PI","TERESINA","SEST/SENAT","ELETRICIDADE BÁSICA VEICULAR","SEST/SENAT",11-jul,19-ago,200,15,15,"R$ 2,65","R$ 7.950,00",,
"CMNE","PI","TERESINA","SEST/SENAT","MECÂNICA DE AUTOS E DIESEL","SEST/SENAT",12-set,19-out,200,15,15,"R$ 2,65","R$ 7.950,00",,
"CMNE","PI","TERESINA","SEST/SENAT","INJEÇÃO ELETRÔNICA","SEST/SENAT",7-nov,9-dez,140,15,15,"R$ 3,75","R$ 7.875,00",,
"CMS","PR","Cascavel","SENAC","Fotógrafo","SENAC",2-ago,1-set,"30 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CMS","PR","Curitiba","SEST/SENAT","Condutores de veículos de Emergência","SEST/SENAT",10-out,19-out,"50 ","20 ","20 ","R$ 5,90","R$ 5.900,00",,
"CMS","PR","Curitiba","SEST/SENAT","Condutores de Veículos de Transporte Coletivo de Passageiros","SEST/SENAT",24-out,9-nov,"50 ","20 ","20 ","R$ 5,90","R$ 5.900,00",,
"CMS","PR","Palmas","SENAI","Operador de Roçadeira","Sindicato Rural de Palmas",15-fev,16-fev,"16 ","5 ","5 ","R$ 0,00","R$ 0,00",,
"CMS","PR","Palmas","SENAI","Segurança do Trabalho","Sindicato Rural de Palmas",28-mar,29-mar,"16 ","1 ","1 ","R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Eletricista predial","SENAI",1-jun,1-nov,400,9,9,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Eletricista automotivo","SENAI",20-jun,1-set,200,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Mecânico Motores","SENAI",1-jul,27-set,60,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Montador de Painés eletricos","SENAI",4-jul,27-set,160,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Operador de Computador","SENAI",4-jul,31-ago,160,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Pedreiro de alvenaria","SENAI",4-jul,16-set,200,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Condutor de veiculo de emergencia","SENAI",18-jul,22-jul,50,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SEST/SENAT","Soldador ","SENAI",4-abr,1-nov,248,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Petrópolis","SENAI","Instalador e operador de Redes","SENAI",5-set,16-dez,280,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Mecânico de Usinagem","SENAI",6-jun,16-dez,560,6,6,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pintor de Aumóveis ","SENAI",6-jun,4-nov,420,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Soldador de Aço Carbono Mag 6G","SENAI",23-mai,21-out,352,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Mecânico de Manutenção de Motores Ciclo Diesel","SENAI",23-mai,23-set,360,10,10,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Eletricista de Força e Controle","SENAI",23-mai,19-nov,480,14,14,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Padeiro","SENAI",9-mai,12-ago,280,6,6,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Confeiteiro","SENAI",9-mai,12-ago,280,6,6,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Atendimento ao cliente em ambiente de panificação e confeitaria","SENAI",9-mai,3-jun,80,14,14,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo","SENAI",25-out,23-dez,160,10,10,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo","SENAI",25-out,23-dez,160,20,20,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo","SENAI",25-out,23-dez,160,10,10,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo","SENAI",25-out,23-dez,160,10,10,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Atendimento ao cliente em ambiente de panificação e confeitaria","SENAI",28-nov,16-dez,52,20,20,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Excelência no atendimento ao cliente","SENAI",24-out,28-out,20,5,5,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Montador de motores automotores","SENAI",13-out,9-dez,200,2,2,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Assistente de produção industrial ","SENAI",13-out,1-nov,160,2,2,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Auxiliar de operações em logística","SENAI",13-out,1-nov,160,2,2,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","expedidor de materiais","SENAI",13-out,21-dez,224,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Polidor automotivo – EAD","SENAI",10-out,10-nov,180,2,2,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pedreino de Alvenaria","SENAI",26-out,23-dez,200,16,19,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo ","SENAI",25-out,23-dez,160,9,9,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Pizzaiolo ","SENAI",25-out,23-dez,160,17,17,"R$ 0,00","R$ 0,00",,
"CML","RJ","Resende","SENAI","Atendimento ao cliente em ambiente de panificação e confeitaria","SENAI",28-nov,16-dez,52,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAC","Recepcionista em meios de Hospedagem","SENAC",12-set,14-out,160,2,2,"R$ 9,45","R$ 3.022,56",,
"CML","RJ","Rio de Janeiro","25º B Log","Mudança de Categoria","25º B Log",8-ago,11-nov,160,30,30,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Eletricista de Obras","SESI Cidadania Realengo",11-jul,11-out,280,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Auxiliar de Logistica","SESI Cidadania Realengo",1-ago,30-set,160,3,3,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Gasista / tub Gás","SESI Cidadania Realengo",20-jun,16-set,280,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Pintor de Obras","SESI Cidadania Realengo",27-jun,6-set,220,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Eletricista ","SESI Cidadania Realengo",11-jul,11-out,280,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Aux de logistica","SESI Cidadania Realengo",1-ago,30-set,160,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Pintor de Obras","SESI Cidadania Realengo",20-jun,16-set,280,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Auxiliar de Logística","SESI Cidadania Realengo",27-jun,6-set,220,1,1,"R$ 0,00","R$ 0,00",,
"CML","RJ","Rio de Janeiro","SENAI – SESI","Auxiliar de Logística","SESI Cidadania Realengo",10-out,9-dez,160,4,4,"R$ 0,00","R$ 0,00",,
"CMA","RO","Porto Velho","SENAI","Instalador de Refrigeração e Climatização Doméstica","SENAI",31-out,6-dez,160,25,25,"R$ 5,01","R$ 20.040,00",,
"CMA","RO","Porto Velho","SENAC","Auxiliar de Cozinha","SENAC",3-out,17-nov,200,20,20,"R$ 7,95","R$ 31.800,00",,
"CMA","RR","Boa Vista","SEST/SENAT","Condutor de Veículos de Passageiros","6º BEC",17-out,11-nov,50,24,24,"R$ 6,50","R$ 7.800,00",,
"CMA","RR","Boa Vista","SENAI","Pedreiro Assentador de Tijolos","SENAI",17-out,21-dez,180,20,20,"R$ 1,39","R$ 5.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",7-mar,18-mar,100,11,11,"R$ 5,00","R$ 5.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",28-mar,8-abr,100,10,10,"R$ 5,00","R$ 5.500,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",11-abr,29-abr,100,12,12,"R$ 5,00","R$ 5.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",2-mai,13-mai,100,12,12,"R$ 5,00","R$ 6.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",16-mai,3-jun,100,12,12,"R$ 5,00","R$ 6.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",6-jun,17-jun,100,16,16,"R$ 5,00","R$ 6.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",27-jun,8-jul,100,12,10,"R$ 5,00","R$ 6.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",23-set,23-set,100,12,6,"R$ 5,00","R$ 6.000,00",,
"CMS","RS","ALEGRETE","10º B Log","Mudança de Categoria de CNH (C; D; e E)","CFC 10º B Log",26-set,7-out,100,12,8,"R$ 5,00","R$ 6.000,00",,
